int_rate,annual_inc,loan_amnt,defaulted
12.99,60000.0,8000.0,0
10.99,100000.0,28000.0,1
15.61,92500.0,35000.0,1
17.76,38000.0,13000.0,1
18.99,75000.0,22600.0,1
18.99,75000.0,20000.0,1
14.49,94000.0,35000.0,1
18.99,60000.0,5000.0,0
15.61,57380.0,15000.0,1
17.57,55000.0,27450.0,1
23.7,94570.0,30000.0,1
10.99,75000.0,4500.0,0
13.98,48815.0,11200.0,0
11.99,75000.0,12000.0,1
13.98,38000.0,14400.0,1
17.76,65000.0,3600.0,0
17.57,48000.0,15000.0,0
23.4,38800.0,3600.0,0
11.99,80000.0,20050.0,1
12.99,62236.0,10000.0,0
17.57,42000.0,12050.0,1
15.61,72800.0,7500.0,0
14.3,83000.0,7000.0,0
20.2,110000.0,15000.0,1
16.99,38000.0,6725.0,0
11.99,50000.0,15000.0,0
13.35,30000.0,8275.0,0
15.61,28000.0,4500.0,0
12.49,45000.0,8000.0,0
20.2,55000.0,13900.0,0
15.1,74000.0,10000.0,1
21.0,60000.0,10000.0,1
20.99,34500.0,13750.0,0
17.57,60000.0,11200.0,0
14.99,24000.0,8600.0,0
13.98,35000.0,15000.0,0
20.2,110000.0,14650.0,1
17.1,34000.0,8875.0,0
9.17,96000.0,10000.0,0
20.2,45000.0,19750.0,1
24.08,50000.0,16975.0,1
13.35,79040.0,12000.0,1
13.67,23000.0,6625.0,0
16.29,64890.0,15000.0,1
16.99,125000.0,30000.0,1
15.61,28000.0,10050.0,0
11.67,43000.0,10000.0,0
7.62,28000.0,5925.0,0
16.2,70000.0,31300.0,1
13.98,32000.0,12000.0,0
18.99,64000.0,4675.0,0
13.67,32000.0,10750.0,0
15.61,44000.0,15850.0,0
19.52,65000.0,28550.0,1
24.5,75000.0,15225.0,1
19.52,38500.0,10000.0,1
13.35,72000.0,9600.0,1
14.49,34000.0,9825.0,0
10.99,110000.0,20000.0,1
15.1,29000.0,9750.0,0
6.03,247285.0,24000.0,0
10.99,39000.0,17475.0,0
11.99,27000.0,9450.0,1
16.29,62500.0,20000.0,1
20.99,120000.0,14000.0,1
9.17,90000.0,20000.0,1
16.99,40000.0,14000.0,0
14.49,35000.0,7800.0,0
18.24,86000.0,16000.0,1
17.76,35000.0,10000.0,0
14.99,35000.0,11750.0,0
13.35,110000.0,28000.0,1
15.1,55000.0,15000.0,1
16.99,50000.0,18000.0,1
15.61,85000.0,12000.0,1
13.98,34560.0,10000.0,0
12.99,25000.0,4800.0,0
10.99,90000.0,10000.0,1
13.35,85000.0,12000.0,1
20.99,66750.0,25325.0,1
15.1,42848.0,7200.0,0
11.99,61000.0,10000.0,0
20.99,42000.0,16750.0,1
20.2,56250.0,7000.0,0
12.49,42000.0,6000.0,0
16.99,45000.0,10000.0,0
8.39,46000.0,20000.0,0
15.1,85000.0,10800.0,1
17.57,43000.0,17200.0,0
10.15,60000.0,15000.0,1
14.99,110000.0,24000.0,1
9.99,55000.0,10000.0,0
22.15,47000.0,8400.0,1
20.2,33000.0,5000.0,0
14.49,22880.0,10200.0,0
18.55,92000.0,12000.0,1
17.1,21000.0,5825.0,0
21.7,68000.0,14000.0,1
25.57,185000.0,35000.0,0
13.35,45000.0,4800.0,0
19.52,56810.0,1000.0,0
19.2,55000.0,7000.0,0
15.61,32000.0,10000.0,0
16.2,47000.0,20500.0,1
11.99,107000.0,28000.0,1
13.35,140000.0,25000.0,1
21.7,45000.0,20125.0,1
14.49,60000.0,16000.0,1
20.2,57941.0,26650.0,1
20.99,30000.0,10200.0,0
13.35,154000.0,29975.0,0
7.69,50000.0,20000.0,0
14.99,42000.0,15000.0,0
20.2,28000.0,4750.0,0
11.67,60000.0,8000.0,0
12.99,48000.0,15000.0,0
24.99,75000.0,15800.0,1
19.52,47950.0,3100.0,1
15.61,42000.0,9000.0,0
14.99,72000.0,15000.0,1
25.57,120000.0,35000.0,1
13.35,93000.0,14400.0,1
14.99,80000.0,4000.0,0
10.99,80000.0,5000.0,0
14.49,50000.0,15000.0,1
13.98,178000.0,18000.0,0
10.99,32000.0,7200.0,0
13.35,36000.0,11200.0,0
15.61,42000.0,11100.0,0
18.24,70000.0,17600.0,1
9.99,30000.0,8000.0,0
15.61,74000.0,4000.0,0
10.99,70000.0,6800.0,0
12.99,45854.0,13000.0,0
20.2,70000.0,15000.0,0
20.2,60000.0,15000.0,1
13.98,75000.0,18350.0,1
24.99,72000.0,27300.0,1
14.3,36500.0,10500.0,0
17.1,60000.0,6000.0,0
13.35,56160.0,10000.0,1
17.76,123000.0,18000.0,1
17.76,92000.0,20000.0,1
21.0,56000.0,15000.0,0
24.08,55000.0,16500.0,1
14.3,40400.0,7500.0,0
20.2,80000.0,26750.0,1
25.57,79000.0,25325.0,1
24.99,85000.0,12000.0,1
16.99,125000.0,30000.0,1
11.99,45000.0,8000.0,0
26.06,66000.0,27650.0,1
16.99,100000.0,20000.0,1
15.61,92000.0,20000.0,1
21.0,67000.0,29700.0,1
15.1,30000.0,8000.0,0
10.15,43000.0,10000.0,0
12.99,115000.0,30225.0,1
17.57,41600.0,11200.0,0
16.99,64500.0,19200.0,1
15.1,90000.0,15000.0,1
16.29,42240.0,12000.0,0
12.99,40000.0,14700.0,0
16.2,35900.0,9500.0,0
14.3,47939.0,6625.0,0
16.2,68000.0,15000.0,1
26.06,100000.0,29975.0,1
14.99,98000.0,24000.0,1
19.52,24000.0,7650.0,0
13.98,85000.0,21000.0,1
15.61,45000.0,14350.0,0
17.76,89000.0,12000.0,1
25.83,39000.0,13975.0,0
15.61,106000.0,27000.0,1
25.99,68000.0,21750.0,1
10.99,40000.0,9000.0,0
15.61,22000.0,6075.0,0
11.99,44000.0,6000.0,0
17.76,36000.0,12375.0,0
17.1,40000.0,16450.0,0
10.99,42866.0,12700.0,0
19.2,90000.0,10200.0,0
15.61,60000.0,24000.0,1
22.15,95000.0,25000.0,1
19.52,60000.0,10000.0,0
21.0,38000.0,6000.0,0
22.4,55000.0,20400.0,1
14.99,40000.0,4000.0,0
26.06,104000.0,30000.0,1
13.98,59900.0,4675.0,0
12.99,65000.0,24000.0,1
15.61,26000.0,9325.0,0
14.99,34000.0,10000.0,0
14.99,35000.0,15750.0,0
16.29,30000.0,10000.0,0
11.99,110000.0,15000.0,1
7.62,95000.0,17000.0,1
7.69,100000.0,30000.0,1
18.99,60000.0,17000.0,1
11.99,62104.0,13500.0,1
14.49,160000.0,7325.0,0
15.1,45000.0,8800.0,0
6.03,52000.0,22875.0,1
18.55,42000.0,18550.0,1
23.4,40000.0,14500.0,0
18.55,100000.0,23850.0,1
23.43,32000.0,2500.0,0
8.39,89000.0,18000.0,1
18.99,50000.0,7000.0,0
9.17,65000.0,12000.0,1
14.99,16360.0,2000.0,0
14.49,100000.0,15000.0,1
14.99,40000.0,2000.0,0
19.52,35480.0,5000.0,0
16.2,58000.0,7200.0,0
18.24,24000.0,6500.0,0
20.99,60000.0,25000.0,1
18.24,92800.0,24000.0,1
25.57,80000.0,20000.0,1
17.57,105000.0,12000.0,1
11.99,65000.0,8700.0,0
18.24,48000.0,14700.0,0
16.29,75000.0,16000.0,1
13.98,67000.0,28100.0,1
17.1,30000.0,5750.0,0
12.99,90000.0,13475.0,1
18.24,56000.0,8000.0,0
14.49,55000.0,10000.0,0
13.35,60000.0,21575.0,1
12.99,43000.0,10000.0,0
16.29,100000.0,6000.0,1
21.0,50000.0,18225.0,1
17.57,143000.0,21000.0,1
18.55,120000.0,35000.0,1
20.2,69000.0,31700.0,1
16.29,75000.0,12000.0,1
24.99,75000.0,11700.0,0
13.67,85000.0,16000.0,1
14.49,55000.0,1500.0,0
16.2,80000.0,27575.0,1
21.7,103833.0,28000.0,1
12.99,41000.0,6000.0,0
16.29,85000.0,24000.0,1
18.55,49000.0,16000.0,0
17.1,51000.0,7800.0,0
16.29,150000.0,24000.0,1
17.1,55000.0,24575.0,1
17.1,50000.0,22250.0,0
18.24,40000.0,16700.0,0
18.99,32000.0,10875.0,0
24.99,104000.0,21000.0,1
11.67,60000.0,26375.0,1
12.49,100000.0,16000.0,1
18.55,75000.0,24000.0,1
19.24,32000.0,10850.0,1
